apple_id,dataset,harvest,Location,SACCBaum,PL.Code,Sorte,public_domain_label,public_subset
11.93.0.703_001_20210906_0756_30,Loc_1_2021,2021,Loc_1,11.93.0.703,14-001-1118,unbekannt_1118,Loc_1_2021,38-class Baseline Subset
11.93.0.703_002_20210906_0756_41,Loc_1_2021,2021,Loc_1,11.93.0.703,14-001-1118,unbekannt_1118,Loc_1_2021,38-class Baseline Subset
11.93.0.703_003_20210906_0756_51,Loc_1_2021,2021,Loc_1,11.93.0.703,14-001-1118,unbekannt_1118,Loc_1_2021,38-class Baseline Subset
11.93.0.703_004_20210906_0757_02,Loc_1_2021,2021,Loc_1,11.93.0.703,14-001-1118,unbekannt_1118,Loc_1_2021,38-class Baseline Subset
11.93.0.703_005_20210906_0757_15,Loc_1_2021,2021,Loc_1,11.93.0.703,14-001-1118,unbekannt_1118,Loc_1_2021,38-class Baseline Subset
11.93.0.703_006_20210906_0757_24,Loc_1_2021,2021,Loc_1,11.93.0.703,14-001-1118,unbekannt_1118,Loc_1_2021,38-class Baseline Subset
11.93.0.703_007_20210906_0757_34,Loc_1_2021,2021,Loc_1,11.93.0.703,14-001-1118,unbekannt_1118,Loc_1_2021,38-class Baseline Subset
11.93.0.703_008_20210906_0757_44,Loc_1_2021,2021,Loc_1,11.93.0.703,14-001-1118,unbekannt_1118,Loc_1_2021,38-class Baseline Subset
11.93.0.248_001_20210824_0920_04,Loc_1_2021,2021,Loc_1,11.93.0.248,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.248_002_20210824_0920_12,Loc_1_2021,2021,Loc_1,11.93.0.248,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.248_003_20210824_0920_22,Loc_1_2021,2021,Loc_1,11.93.0.248,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.248_004_20210824_0920_29,Loc_1_2021,2021,Loc_1,11.93.0.248,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.248_005_20210824_0920_40,Loc_1_2021,2021,Loc_1,11.93.0.248,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.248_006_20210824_0920_47,Loc_1_2021,2021,Loc_1,11.93.0.248,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.248_007_20210824_0921_06,Loc_1_2021,2021,Loc_1,11.93.0.248,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.248_008_20210824_0921_14,Loc_1_2021,2021,Loc_1,11.93.0.248,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.380_001_20210824_0921_39,Loc_1_2021,2021,Loc_1,11.93.0.380,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.380_002_20210824_0921_45,Loc_1_2021,2021,Loc_1,11.93.0.380,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.380_003_20210824_0921_55,Loc_1_2021,2021,Loc_1,11.93.0.380,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.380_004_20210824_0922_03,Loc_1_2021,2021,Loc_1,11.93.0.380,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.380_005_20210824_0922_14,Loc_1_2021,2021,Loc_1,11.93.0.380,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.380_006_20210824_0922_23,Loc_1_2021,2021,Loc_1,11.93.0.380,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.380_007_20210824_0922_39,Loc_1_2021,2021,Loc_1,11.93.0.380,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.380_008_20210824_0922_46,Loc_1_2021,2021,Loc_1,11.93.0.380,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.569_001_20210824_0923_05,Loc_1_2021,2021,Loc_1,11.93.0.569,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.569_002_20210824_0923_12,Loc_1_2021,2021,Loc_1,11.93.0.569,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.569_003_20210824_0923_22,Loc_1_2021,2021,Loc_1,11.93.0.569,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.569_004_20210824_0923_31,Loc_1_2021,2021,Loc_1,11.93.0.569,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.569_005_20210824_0923_43,Loc_1_2021,2021,Loc_1,11.93.0.569,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.569_006_20210824_0923_49,Loc_1_2021,2021,Loc_1,11.93.0.569,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.569_007_20210824_0924_11,Loc_1_2021,2021,Loc_1,11.93.0.569,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.569_008_20210824_0924_17,Loc_1_2021,2021,Loc_1,11.93.0.569,14-001-1270,Paradieser,Loc_1_2021,38-class Baseline Subset
11.93.0.333_001_20211005_1345_51,Loc_1_2021,2021,Loc_1,11.93.0.333,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.333_002_20211005_1345_57,Loc_1_2021,2021,Loc_1,11.93.0.333,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.333_003_20211005_1346_04,Loc_1_2021,2021,Loc_1,11.93.0.333,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.333_004_20211005_1346_10,Loc_1_2021,2021,Loc_1,11.93.0.333,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.333_005_20211005_1346_27,Loc_1_2021,2021,Loc_1,11.93.0.333,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.333_006_20211005_1346_34,Loc_1_2021,2021,Loc_1,11.93.0.333,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.333_007_20211005_1346_43,Loc_1_2021,2021,Loc_1,11.93.0.333,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.333_008_20211005_1346_51,Loc_1_2021,2021,Loc_1,11.93.0.333,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.451_001_20211005_1343_22,Loc_1_2021,2021,Loc_1,11.93.0.451,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.451_002_20211005_1343_29,Loc_1_2021,2021,Loc_1,11.93.0.451,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.451_003_20211005_1343_36,Loc_1_2021,2021,Loc_1,11.93.0.451,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.451_004_20211005_1343_44,Loc_1_2021,2021,Loc_1,11.93.0.451,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.451_005_20211005_1343_55,Loc_1_2021,2021,Loc_1,11.93.0.451,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.451_006_20211005_1344_06,Loc_1_2021,2021,Loc_1,11.93.0.451,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.451_007_20211005_1344_12,Loc_1_2021,2021,Loc_1,11.93.0.451,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.451_008_20211005_1344_22,Loc_1_2021,2021,Loc_1,11.93.0.451,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.468_001_20211005_1344_41,Loc_1_2021,2021,Loc_1,11.93.0.468,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.468_002_20211005_1344_48,Loc_1_2021,2021,Loc_1,11.93.0.468,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.468_003_20211005_1344_55,Loc_1_2021,2021,Loc_1,11.93.0.468,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.468_004_20211005_1345_02,Loc_1_2021,2021,Loc_1,11.93.0.468,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.468_005_20211005_1345_10,Loc_1_2021,2021,Loc_1,11.93.0.468,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.468_006_20211005_1345_20,Loc_1_2021,2021,Loc_1,11.93.0.468,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.468_007_20211005_1345_27,Loc_1_2021,2021,Loc_1,11.93.0.468,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.468_008_20211005_1345_34,Loc_1_2021,2021,Loc_1,11.93.0.468,14-001-1296,Wild_Balgacher,Loc_1_2021,38-class Baseline Subset
11.93.0.308_001_20211102_0751_14,Loc_1_2021,2021,Loc_1,11.93.0.308,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.308_002_20211102_0751_20,Loc_1_2021,2021,Loc_1,11.93.0.308,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.308_003_20211102_0751_29,Loc_1_2021,2021,Loc_1,11.93.0.308,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.308_004_20211102_0751_39,Loc_1_2021,2021,Loc_1,11.93.0.308,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.308_005_20211102_0751_45,Loc_1_2021,2021,Loc_1,11.93.0.308,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.308_006_20211102_0751_51,Loc_1_2021,2021,Loc_1,11.93.0.308,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.308_007_20211102_0751_58,Loc_1_2021,2021,Loc_1,11.93.0.308,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.308_008_20211102_0752_06,Loc_1_2021,2021,Loc_1,11.93.0.308,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.35_001_20211102_0752_23,Loc_1_2021,2021,Loc_1,11.93.0.35,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.35_002_20211102_0752_29,Loc_1_2021,2021,Loc_1,11.93.0.35,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.35_003_20211102_0752_35,Loc_1_2021,2021,Loc_1,11.93.0.35,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.35_004_20211102_0752_42,Loc_1_2021,2021,Loc_1,11.93.0.35,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.35_005_20211102_0752_49,Loc_1_2021,2021,Loc_1,11.93.0.35,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.35_006_20211102_0752_58,Loc_1_2021,2021,Loc_1,11.93.0.35,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.35_007_20211102_0753_05,Loc_1_2021,2021,Loc_1,11.93.0.35,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.35_008_20211102_0753_15,Loc_1_2021,2021,Loc_1,11.93.0.35,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.859_001_20211102_0750_02,Loc_1_2021,2021,Loc_1,11.93.0.859,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.859_002_20211102_0750_08,Loc_1_2021,2021,Loc_1,11.93.0.859,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.859_003_20211102_0750_20,Loc_1_2021,2021,Loc_1,11.93.0.859,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.859_004_20211102_0750_26,Loc_1_2021,2021,Loc_1,11.93.0.859,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.859_005_20211102_0750_35,Loc_1_2021,2021,Loc_1,11.93.0.859,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.859_006_20211102_0750_41,Loc_1_2021,2021,Loc_1,11.93.0.859,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.859_007_20211102_0750_50,Loc_1_2021,2021,Loc_1,11.93.0.859,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.859_008_20211102_0750_57,Loc_1_2021,2021,Loc_1,11.93.0.859,14-001-1300,Engelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.240_001_20210914_0810_34,Loc_1_2021,2021,Loc_1,11.93.0.240,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.240_002_20210914_0810_41,Loc_1_2021,2021,Loc_1,11.93.0.240,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.240_003_20210914_0810_50,Loc_1_2021,2021,Loc_1,11.93.0.240,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.240_004_20210914_0810_58,Loc_1_2021,2021,Loc_1,11.93.0.240,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.240_005_20210914_0811_06,Loc_1_2021,2021,Loc_1,11.93.0.240,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.240_006_20210914_0811_13,Loc_1_2021,2021,Loc_1,11.93.0.240,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.240_007_20210914_0811_21,Loc_1_2021,2021,Loc_1,11.93.0.240,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.240_008_20210914_0811_29,Loc_1_2021,2021,Loc_1,11.93.0.240,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.768_001_20210914_0807_40,Loc_1_2021,2021,Loc_1,11.93.0.768,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.768_002_20210914_0807_49,Loc_1_2021,2021,Loc_1,11.93.0.768,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.768_003_20210914_0807_57,Loc_1_2021,2021,Loc_1,11.93.0.768,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.768_004_20210914_0808_08,Loc_1_2021,2021,Loc_1,11.93.0.768,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.768_005_20210914_0808_16,Loc_1_2021,2021,Loc_1,11.93.0.768,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.768_006_20210914_0808_24,Loc_1_2021,2021,Loc_1,11.93.0.768,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.768_007_20210914_0808_33,Loc_1_2021,2021,Loc_1,11.93.0.768,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.768_008_20210914_0808_43,Loc_1_2021,2021,Loc_1,11.93.0.768,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.82_001_20210914_0809_07,Loc_1_2021,2021,Loc_1,11.93.0.82,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.82_002_20210914_0809_15,Loc_1_2021,2021,Loc_1,11.93.0.82,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.82_003_20210914_0809_26,Loc_1_2021,2021,Loc_1,11.93.0.82,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.82_004_20210914_0809_38,Loc_1_2021,2021,Loc_1,11.93.0.82,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.82_005_20210914_0809_45,Loc_1_2021,2021,Loc_1,11.93.0.82,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.82_006_20210914_0809_53,Loc_1_2021,2021,Loc_1,11.93.0.82,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.82_007_20210914_0810_02,Loc_1_2021,2021,Loc_1,11.93.0.82,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.82_008_20210914_0810_13,Loc_1_2021,2021,Loc_1,11.93.0.82,14-001-1314,Egelshofer,Loc_1_2021,38-class Baseline Subset
11.93.0.725_001_20211005_0724_26,Loc_1_2021,2021,Loc_1,11.93.0.725,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.725_002_20211005_0724_36,Loc_1_2021,2021,Loc_1,11.93.0.725,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.725_003_20211005_0724_49,Loc_1_2021,2021,Loc_1,11.93.0.725,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.725_004_20211005_0725_00,Loc_1_2021,2021,Loc_1,11.93.0.725,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.725_005_20211005_0725_13,Loc_1_2021,2021,Loc_1,11.93.0.725,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.725_006_20211005_0725_23,Loc_1_2021,2021,Loc_1,11.93.0.725,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.725_007_20211005_0725_34,Loc_1_2021,2021,Loc_1,11.93.0.725,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.725_008_20211005_0725_44,Loc_1_2021,2021,Loc_1,11.93.0.725,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.826_001_20211005_0722_51,Loc_1_2021,2021,Loc_1,11.93.0.826,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.826_002_20211005_0723_02,Loc_1_2021,2021,Loc_1,11.93.0.826,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.826_003_20211005_0723_15,Loc_1_2021,2021,Loc_1,11.93.0.826,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.826_004_20211005_0723_25,Loc_1_2021,2021,Loc_1,11.93.0.826,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.826_005_20211005_0723_36,Loc_1_2021,2021,Loc_1,11.93.0.826,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.826_006_20211005_0723_46,Loc_1_2021,2021,Loc_1,11.93.0.826,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.826_007_20211005_0723_57,Loc_1_2021,2021,Loc_1,11.93.0.826,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.826_008_20211005_0724_07,Loc_1_2021,2021,Loc_1,11.93.0.826,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.930_001_20211005_0729_50,Loc_1_2021,2021,Loc_1,11.93.0.930,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.930_002_20211005_0729_57,Loc_1_2021,2021,Loc_1,11.93.0.930,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.930_003_20211005_0730_06,Loc_1_2021,2021,Loc_1,11.93.0.930,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.930_004_20211005_0730_14,Loc_1_2021,2021,Loc_1,11.93.0.930,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.930_005_20211005_0730_21,Loc_1_2021,2021,Loc_1,11.93.0.930,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.930_006_20211005_0730_28,Loc_1_2021,2021,Loc_1,11.93.0.930,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.930_007_20211005_0730_35,Loc_1_2021,2021,Loc_1,11.93.0.930,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.930_008_20211005_0730_45,Loc_1_2021,2021,Loc_1,11.93.0.930,14-001-1353,Spitzkasteler,Loc_1_2021,38-class Baseline Subset
11.93.0.112_001_20210928_1105_10,Loc_1_2021,2021,Loc_1,11.93.0.112,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.112_002_20210928_1105_17,Loc_1_2021,2021,Loc_1,11.93.0.112,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.112_003_20210928_1105_29,Loc_1_2021,2021,Loc_1,11.93.0.112,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.112_004_20210928_1105_36,Loc_1_2021,2021,Loc_1,11.93.0.112,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.112_005_20210928_1105_43,Loc_1_2021,2021,Loc_1,11.93.0.112,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.112_006_20210928_1105_51,Loc_1_2021,2021,Loc_1,11.93.0.112,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.112_007_20210928_1105_57,Loc_1_2021,2021,Loc_1,11.93.0.112,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.112_008_20210928_1106_09,Loc_1_2021,2021,Loc_1,11.93.0.112,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.442_001_20210928_1106_28,Loc_1_2021,2021,Loc_1,11.93.0.442,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.442_002_20210928_1106_34,Loc_1_2021,2021,Loc_1,11.93.0.442,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.442_003_20210928_1106_40,Loc_1_2021,2021,Loc_1,11.93.0.442,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.442_004_20210928_1106_47,Loc_1_2021,2021,Loc_1,11.93.0.442,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.442_005_20210928_1106_53,Loc_1_2021,2021,Loc_1,11.93.0.442,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.442_006_20210928_1107_00,Loc_1_2021,2021,Loc_1,11.93.0.442,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.442_007_20210928_1107_06,Loc_1_2021,2021,Loc_1,11.93.0.442,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.442_008_20210928_1107_12,Loc_1_2021,2021,Loc_1,11.93.0.442,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.554_001_20210928_1107_27,Loc_1_2021,2021,Loc_1,11.93.0.554,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.554_002_20210928_1107_32,Loc_1_2021,2021,Loc_1,11.93.0.554,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.554_003_20210928_1107_39,Loc_1_2021,2021,Loc_1,11.93.0.554,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.554_004_20210928_1107_46,Loc_1_2021,2021,Loc_1,11.93.0.554,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.554_005_20210928_1107_55,Loc_1_2021,2021,Loc_1,11.93.0.554,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.554_006_20210928_1108_01,Loc_1_2021,2021,Loc_1,11.93.0.554,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.554_007_20210928_1108_09,Loc_1_2021,2021,Loc_1,11.93.0.554,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.554_008_20210928_1108_16,Loc_1_2021,2021,Loc_1,11.93.0.554,14-001-1516,unbekannt_1516,Loc_1_2021,38-class Baseline Subset
11.93.0.15_001_20211019_1326_58,Loc_1_2021,2021,Loc_1,11.93.0.15,14-001-1572,Maigold,Loc_1_2021,38-class Baseline Subset
11.93.0.15_002_20211019_1327_09,Loc_1_2021,2021,Loc_1,11.93.0.15,14-001-1572,Maigold,Loc_1_2021,38-class Baseline Subset
11.93.0.15_003_20211019_1327_17,Loc_1_2021,2021,Loc_1,11.93.0.15,14-001-1572,Maigold,Loc_1_2021,38-class Baseline Subset
11.93.0.15_004_20211019_1327_25,Loc_1_2021,2021,Loc_1,11.93.0.15,14-001-1572,Maigold,Loc_1_2021,38-class Baseline Subset
11.93.0.15_005_20211019_1327_33,Loc_1_2021,2021,Loc_1,11.93.0.15,14-001-1572,Maigold,Loc_1_2021,38-class Baseline Subset
