fold,apple_id,PL.Code,tree_id,role,split_strategy,n_trees_for_class,heldout_tree_id,class_apples,class_tree_apples_min,class_tree_apples_max
1,11.93.0.108_004_20210906_0755_11,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.108_005_20210906_0755_26,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.108_006_20210906_0755_36,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.108_007_20210906_0755_48,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.108_008_20210906_0756_00,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.1093_001_20210906_0752_01,14-001-1118,11.93.0.1093,test,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.1093_002_20210906_0752_11,14-001-1118,11.93.0.1093,test,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.1093_003_20210906_0752_24,14-001-1118,11.93.0.1093,test,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.1093_004_20210906_0752_36,14-001-1118,11.93.0.1093,test,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.1093_005_20210906_0752_45,14-001-1118,11.93.0.1093,test,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.1093_006_20210906_0752_57,14-001-1118,11.93.0.1093,test,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.1093_007_20210906_0753_09,14-001-1118,11.93.0.1093,test,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.1093_008_20210906_0753_23,14-001-1118,11.93.0.1093,test,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.703_001_20210906_0756_30,14-001-1118,11.93.0.703,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.703_002_20210906_0756_41,14-001-1118,11.93.0.703,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.703_003_20210906_0756_51,14-001-1118,11.93.0.703,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.703_004_20210906_0757_02,14-001-1118,11.93.0.703,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.703_005_20210906_0757_15,14-001-1118,11.93.0.703,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.703_006_20210906_0757_24,14-001-1118,11.93.0.703,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.703_007_20210906_0757_34,14-001-1118,11.93.0.703,train_val,strict_loto,3,11.93.0.1093,24,8,8
1,11.93.0.703_008_20210906_0757_44,14-001-1118,11.93.0.703,train_val,strict_loto,3,11.93.0.1093,24,8,8
2,11.93.0.108_001_20210906_0754_35,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.108_002_20210906_0754_46,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.108_003_20210906_0754_59,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.108_004_20210906_0755_11,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.108_005_20210906_0755_26,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.108_006_20210906_0755_36,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.108_007_20210906_0755_48,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.108_008_20210906_0756_00,14-001-1118,11.93.0.108,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.1093_001_20210906_0752_01,14-001-1118,11.93.0.1093,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.1093_002_20210906_0752_11,14-001-1118,11.93.0.1093,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.1093_003_20210906_0752_24,14-001-1118,11.93.0.1093,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.1093_004_20210906_0752_36,14-001-1118,11.93.0.1093,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.1093_005_20210906_0752_45,14-001-1118,11.93.0.1093,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.1093_006_20210906_0752_57,14-001-1118,11.93.0.1093,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.1093_007_20210906_0753_09,14-001-1118,11.93.0.1093,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.1093_008_20210906_0753_23,14-001-1118,11.93.0.1093,train_val,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.703_001_20210906_0756_30,14-001-1118,11.93.0.703,test,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.703_002_20210906_0756_41,14-001-1118,11.93.0.703,test,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.703_003_20210906_0756_51,14-001-1118,11.93.0.703,test,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.703_004_20210906_0757_02,14-001-1118,11.93.0.703,test,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.703_005_20210906_0757_15,14-001-1118,11.93.0.703,test,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.703_006_20210906_0757_24,14-001-1118,11.93.0.703,test,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.703_007_20210906_0757_34,14-001-1118,11.93.0.703,test,strict_loto,3,11.93.0.703,24,8,8
2,11.93.0.703_008_20210906_0757_44,14-001-1118,11.93.0.703,test,strict_loto,3,11.93.0.703,24,8,8
0,11.93.0.248_001_20210824_0920_04,14-001-1270,11.93.0.248,test,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.248_002_20210824_0920_12,14-001-1270,11.93.0.248,test,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.248_003_20210824_0920_22,14-001-1270,11.93.0.248,test,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.248_004_20210824_0920_29,14-001-1270,11.93.0.248,test,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.248_005_20210824_0920_40,14-001-1270,11.93.0.248,test,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.248_006_20210824_0920_47,14-001-1270,11.93.0.248,test,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.248_007_20210824_0921_06,14-001-1270,11.93.0.248,test,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.248_008_20210824_0921_14,14-001-1270,11.93.0.248,test,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.380_001_20210824_0921_39,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.380_002_20210824_0921_45,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.380_003_20210824_0921_55,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.380_004_20210824_0922_03,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.380_005_20210824_0922_14,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.380_006_20210824_0922_23,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.380_007_20210824_0922_39,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.380_008_20210824_0922_46,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.569_001_20210824_0923_05,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.569_002_20210824_0923_12,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.569_003_20210824_0923_22,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.569_004_20210824_0923_31,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.569_005_20210824_0923_43,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.569_006_20210824_0923_49,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.569_007_20210824_0924_11,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.248,24,8,8
0,11.93.0.569_008_20210824_0924_17,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.248,24,8,8
1,11.93.0.248_001_20210824_0920_04,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.248_002_20210824_0920_12,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.248_003_20210824_0920_22,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.248_004_20210824_0920_29,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.248_005_20210824_0920_40,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.248_006_20210824_0920_47,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.248_007_20210824_0921_06,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.248_008_20210824_0921_14,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.380_001_20210824_0921_39,14-001-1270,11.93.0.380,test,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.380_002_20210824_0921_45,14-001-1270,11.93.0.380,test,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.380_003_20210824_0921_55,14-001-1270,11.93.0.380,test,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.380_004_20210824_0922_03,14-001-1270,11.93.0.380,test,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.380_005_20210824_0922_14,14-001-1270,11.93.0.380,test,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.380_006_20210824_0922_23,14-001-1270,11.93.0.380,test,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.380_007_20210824_0922_39,14-001-1270,11.93.0.380,test,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.380_008_20210824_0922_46,14-001-1270,11.93.0.380,test,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.569_001_20210824_0923_05,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.569_002_20210824_0923_12,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.569_003_20210824_0923_22,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.569_004_20210824_0923_31,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.569_005_20210824_0923_43,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.569_006_20210824_0923_49,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.569_007_20210824_0924_11,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.380,24,8,8
1,11.93.0.569_008_20210824_0924_17,14-001-1270,11.93.0.569,train_val,strict_loto,3,11.93.0.380,24,8,8
2,11.93.0.248_001_20210824_0920_04,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.248_002_20210824_0920_12,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.248_003_20210824_0920_22,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.248_004_20210824_0920_29,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.248_005_20210824_0920_40,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.248_006_20210824_0920_47,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.248_007_20210824_0921_06,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.248_008_20210824_0921_14,14-001-1270,11.93.0.248,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.380_001_20210824_0921_39,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.380_002_20210824_0921_45,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.380_003_20210824_0921_55,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.380_004_20210824_0922_03,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.380_005_20210824_0922_14,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.380_006_20210824_0922_23,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.380_007_20210824_0922_39,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.380_008_20210824_0922_46,14-001-1270,11.93.0.380,train_val,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.569_001_20210824_0923_05,14-001-1270,11.93.0.569,test,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.569_002_20210824_0923_12,14-001-1270,11.93.0.569,test,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.569_003_20210824_0923_22,14-001-1270,11.93.0.569,test,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.569_004_20210824_0923_31,14-001-1270,11.93.0.569,test,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.569_005_20210824_0923_43,14-001-1270,11.93.0.569,test,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.569_006_20210824_0923_49,14-001-1270,11.93.0.569,test,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.569_007_20210824_0924_11,14-001-1270,11.93.0.569,test,strict_loto,3,11.93.0.569,24,8,8
2,11.93.0.569_008_20210824_0924_17,14-001-1270,11.93.0.569,test,strict_loto,3,11.93.0.569,24,8,8
0,11.93.0.333_001_20211005_1345_51,14-001-1296,11.93.0.333,test,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.333_002_20211005_1345_57,14-001-1296,11.93.0.333,test,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.333_003_20211005_1346_04,14-001-1296,11.93.0.333,test,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.333_004_20211005_1346_10,14-001-1296,11.93.0.333,test,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.333_005_20211005_1346_27,14-001-1296,11.93.0.333,test,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.333_006_20211005_1346_34,14-001-1296,11.93.0.333,test,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.333_007_20211005_1346_43,14-001-1296,11.93.0.333,test,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.333_008_20211005_1346_51,14-001-1296,11.93.0.333,test,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.451_001_20211005_1343_22,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.451_002_20211005_1343_29,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.451_003_20211005_1343_36,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.451_004_20211005_1343_44,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.451_005_20211005_1343_55,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.451_006_20211005_1344_06,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.451_007_20211005_1344_12,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.451_008_20211005_1344_22,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.468_001_20211005_1344_41,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.468_002_20211005_1344_48,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.468_003_20211005_1344_55,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.468_004_20211005_1345_02,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.468_005_20211005_1345_10,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.468_006_20211005_1345_20,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.468_007_20211005_1345_27,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.333,24,8,8
0,11.93.0.468_008_20211005_1345_34,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.333,24,8,8
1,11.93.0.333_001_20211005_1345_51,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.333_002_20211005_1345_57,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.333_003_20211005_1346_04,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.333_004_20211005_1346_10,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.333_005_20211005_1346_27,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.333_006_20211005_1346_34,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.333_007_20211005_1346_43,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.333_008_20211005_1346_51,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.451_001_20211005_1343_22,14-001-1296,11.93.0.451,test,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.451_002_20211005_1343_29,14-001-1296,11.93.0.451,test,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.451_003_20211005_1343_36,14-001-1296,11.93.0.451,test,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.451_004_20211005_1343_44,14-001-1296,11.93.0.451,test,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.451_005_20211005_1343_55,14-001-1296,11.93.0.451,test,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.451_006_20211005_1344_06,14-001-1296,11.93.0.451,test,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.451_007_20211005_1344_12,14-001-1296,11.93.0.451,test,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.451_008_20211005_1344_22,14-001-1296,11.93.0.451,test,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.468_001_20211005_1344_41,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.468_002_20211005_1344_48,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.468_003_20211005_1344_55,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.468_004_20211005_1345_02,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.468_005_20211005_1345_10,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.468_006_20211005_1345_20,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.468_007_20211005_1345_27,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.451,24,8,8
1,11.93.0.468_008_20211005_1345_34,14-001-1296,11.93.0.468,train_val,strict_loto,3,11.93.0.451,24,8,8
2,11.93.0.333_001_20211005_1345_51,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.333_002_20211005_1345_57,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.333_003_20211005_1346_04,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.333_004_20211005_1346_10,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.333_005_20211005_1346_27,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.333_006_20211005_1346_34,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.333_007_20211005_1346_43,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.333_008_20211005_1346_51,14-001-1296,11.93.0.333,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.451_001_20211005_1343_22,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.451_002_20211005_1343_29,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.451_003_20211005_1343_36,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.451_004_20211005_1343_44,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.451_005_20211005_1343_55,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.451_006_20211005_1344_06,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.451_007_20211005_1344_12,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.451_008_20211005_1344_22,14-001-1296,11.93.0.451,train_val,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.468_001_20211005_1344_41,14-001-1296,11.93.0.468,test,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.468_002_20211005_1344_48,14-001-1296,11.93.0.468,test,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.468_003_20211005_1344_55,14-001-1296,11.93.0.468,test,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.468_004_20211005_1345_02,14-001-1296,11.93.0.468,test,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.468_005_20211005_1345_10,14-001-1296,11.93.0.468,test,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.468_006_20211005_1345_20,14-001-1296,11.93.0.468,test,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.468_007_20211005_1345_27,14-001-1296,11.93.0.468,test,strict_loto,3,11.93.0.468,24,8,8
2,11.93.0.468_008_20211005_1345_34,14-001-1296,11.93.0.468,test,strict_loto,3,11.93.0.468,24,8,8
0,11.93.0.308_001_20211102_0751_14,14-001-1300,11.93.0.308,test,strict_loto,3,11.93.0.308,24,8,8
0,11.93.0.308_002_20211102_0751_20,14-001-1300,11.93.0.308,test,strict_loto,3,11.93.0.308,24,8,8
0,11.93.0.308_003_20211102_0751_29,14-001-1300,11.93.0.308,test,strict_loto,3,11.93.0.308,24,8,8
0,11.93.0.308_004_20211102_0751_39,14-001-1300,11.93.0.308,test,strict_loto,3,11.93.0.308,24,8,8
0,11.93.0.308_005_20211102_0751_45,14-001-1300,11.93.0.308,test,strict_loto,3,11.93.0.308,24,8,8
0,11.93.0.308_006_20211102_0751_51,14-001-1300,11.93.0.308,test,strict_loto,3,11.93.0.308,24,8,8
0,11.93.0.308_007_20211102_0751_58,14-001-1300,11.93.0.308,test,strict_loto,3,11.93.0.308,24,8,8
0,11.93.0.308_008_20211102_0752_06,14-001-1300,11.93.0.308,test,strict_loto,3,11.93.0.308,24,8,8
